verse:0,prose:1
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/jubarring-e2-p2.txt,1
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/chaplain-e1-p2.txt,1
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/rcecil-e2-p2.txt,1
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/zouch-e3-p2.txt,1
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/epoole-e1-p2.txt,1
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/wcecil-1580-e2-p2.txt,1
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/locke-e3-p2.txt,1
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/mhoward-e1-p2.txt,1
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/evelyn-e3-p2.txt,1
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/koxinden-e2-p2.txt,1
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/ehatton2-e3-p2.txt,1
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/mtudor-1520-e1-p2.txt,1
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/oates-e3-p2.txt,1
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/ambass-e1-p2.txt,1
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/edmondes-e2-p2.txt,1
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/tbarring-e2-p2.txt,1
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/boethpr-e3-p2.txt,1
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/fabyan-e1-p2.txt,1
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/milton-e3-p2.txt,1
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/kpaston-e2-p2.txt,1
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/clowes-e2-p2.txt,1
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/latimer-e1-p2.txt,1
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/dering-e3-p2.txt,1
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/roxinden2-e2-p2.txt,1
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/tyndold-e1-p2.txt,1
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/perrott-e2-p2.txt,1
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/cromwell-e1-p2.txt,1
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/harman-e1-p2.txt,1
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/walton-e3-p2.txt,1
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/pepys-e3-p2.txt,1
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/eliz-1590-e2-p2.txt,1
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/boethel-e2-p2.txt,1
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/masham-e2-p2.txt,1
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/anhatton-e3-p2.txt,1
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/tyndnew-e1-p2.txt,1
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/gifford-e2-p2.txt,1
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/capel-e3-p2.txt,1
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/authold-e2-p2.txt,1
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/charles-1670-e3-p2.txt,1
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/clowesobs-e2-p2.txt,1
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/edward-e1-p2.txt,1
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/turnerherb-e1-p2.txt,1
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/jbarring-e2-p2.txt,1
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/pettit2-e2-p2.txt,1
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/nferrar-e2-p2.txt,1
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/markham-e2-p2.txt,1
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/machyn-e1-p2.txt,1
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/hayward-e2-p2.txt,1
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/stat-1550-e1-p2.txt,1
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/stat-1670-e3-p2.txt,1
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/forman-diary-e2-p2.txt,1
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/madox-e2-p2.txt,1
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/apoole-e1-p2.txt,1
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/spencer-1700-e3-p2.txt,1
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/hooker-a-e2-p2.txt,1
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/judall-e2-p2.txt,1
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/dacre-e1-p2.txt,1
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/langf-e3-p2.txt,1
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/jotaylor-e2-p2.txt,1
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/joxinden-e2-p2.txt,1
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/hoole-e3-p2.txt,1
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/authnew-e2-p2.txt,1
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/vicary-e1-p2.txt,1
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/stat-1560-e1-p2.txt,1
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/tillots-c-e3-p2.txt,1
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/coverte-e2-p2.txt,1
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/hoxinden-1650-e3-p2.txt,1
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/vanbr-e3-p2.txt,1
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/stat-1570-e2-p2.txt,1
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/stat-1600-e2-p2.txt,1
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/hoby-e2-p2.txt,1
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/middlet-e2-p2.txt,1
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/record-e1-p2.txt,1
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/jetaylormeas-e3-p2.txt,1
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/farquhar-e3-p2.txt,1
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/moxinden-e2-p2.txt,1
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/armin-e2-p2.txt,1
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/moreric-e1-p2.txt,1
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/elyot-e1-p2.txt,1
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/rhaddsr-1680-e3-p2.txt,1
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/torkingt-e1-p2.txt,1
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/rhaddsr-1710-e3-p2.txt,1
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/deloney-e2-p2.txt,1
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/eliz-1560-e1-p2.txt,1
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/gcromw-e1-p2.txt,1
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/blundev-e2-p2.txt,1
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/fitzh-e1-p2.txt,1
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/eliz-1570-e2-p2.txt,1
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/gpoole-1500-e1-p2.txt,1
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/gawdy-e2-p2.txt,1
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/henry-1510-e1-p2.txt,1
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/hooker-b-e2-p2.txt,1
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/boylecol-e3-p2.txt,1
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/surety-e1-p2.txt,1
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/fiennes-e3-p2.txt,1
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/nhadd-1710-e3-p2.txt,1
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/roper-e1-p2.txt,1
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/stat-1620-e2-p2.txt,1
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/rhaddsr-1670-e3-p2.txt,1
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/essexstate-e2-p2.txt,1
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/manners-e1-p2.txt,1
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/shakesp-e2-p2.txt,1
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/harleyedw-e2-p2.txt,1
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/stat-1660-e3-p2.txt,1
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/stat-1580-e2-p2.txt,1
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/mtudor-1510-e1-p2.txt,1
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/bacon-e2-p2.txt,1
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/interview-e1-p2.txt,1
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/morewol-e1-p2.txt,1
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/russell-e1-p2.txt,1
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/fryer-e3-p2.txt,1
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/stevenso-e1-p2.txt,1
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/brinsley-e2-p2.txt,1
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/smith-e2-p2.txt,1
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/mowntayne-e1-p2.txt,1
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/asch-e1-p2.txt,1
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/aungier-e3-p2.txt,1
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/boethco-e1-p2.txt,1
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/behn-e3-p2.txt,1
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/burnetroc-e3-p2.txt,1
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/burnetcha-e3-p2.txt,1
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/mroper-e1-p2.txt,1
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/udall-e1-p2.txt,1
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/fisher-e1-p2.txt,1
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/henry-1530-e1-p2.txt,1
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/stat-1510-e1-p2.txt,1
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/phenry-e3-p2.txt,1
