verse:0,educ_treatise:1,history:2,travelogue:3,fiction:4,drama_comedy:5,diary_priv:6,science:7,biography:8,religious:9,letters:10,law:11
Filename,Label
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/authnew-e2-p1.txt,9
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/authnew-e2-p2.txt,9
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/authold-e2-h.txt,9
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/authold-e2-p1.txt,9
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/authold-e2-p2.txt,9
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/bacon-e2-h.txt,1
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/bacon-e2-p1.txt,1
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/bacon-e2-p2.txt,1
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/bedyll-e1-h.txt,10
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/behn-e3-h.txt,4
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/behn-e3-p1.txt,4
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/behn-e3-p2.txt,4
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/blundev-e2-h.txt,7
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/blundev-e2-p1.txt,7
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/blundev-e2-p2.txt,7
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/boethco-e1-h.txt,9
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/boethco-e1-p1.txt,9
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/boethco-e1-p2.txt,9
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/boethel-e2-h.txt,9
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/boethel-e2-p1.txt,9
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/boethel-e2-p2.txt,9
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/boethpr-e3-h.txt,9
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/boethpr-e3-p1.txt,9
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/boethpr-e3-p2.txt,9
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/boylecol-e3-p1.txt,7
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/boylecol-e3-p2.txt,7
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/boyle-e3-h.txt,7
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/boyle-e3-p1.txt,7
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/brinsley-e2-h.txt,1
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/brinsley-e2-p1.txt,1
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/brinsley-e2-p2.txt,1
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/burnetcha-e3-h.txt,2
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/burnetcha-e3-p1.txt,2
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/burnetcha-e3-p2.txt,2
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/burnetroc-e3-h.txt,8
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/burnetroc-e3-p1.txt,8
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/burnetroc-e3-p2.txt,8
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/capel-e3-h.txt,10
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/capel-e3-p1.txt,10
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/capel-e3-p2.txt,10
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/chaplain-e1-p2.txt,3
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/charles-1650-e3-p1.txt,10
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/charles-1670-e3-h.txt,10
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/charles-1670-e3-p2.txt,10
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/chatton-e3-h.txt,10
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/chatton-e3-p1.txt,10
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/chatton-e3-p2.txt,10
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/clowes-e2-h.txt,7
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/clowes-e2-p1.txt,7
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/clowes-e2-p2.txt,7
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/clowesobs-e2-p2.txt,7
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/commiss-e3-h.txt,10
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/conway-e2-h.txt,10
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/conway2-e3-p2.txt,10
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/counc-e3-h.txt,10
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/coverte-e2-h.txt,3
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/coverte-e2-p1.txt,3
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/coverte-e2-p2.txt,3
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/cromwell-e1-h.txt,10
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/cromwell-e1-p1.txt,10
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/cromwell-e1-p2.txt,10
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/dacre-e1-p2.txt,10
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/delapole-e1-p1.txt,10
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/dell-e3-p1.txt,10
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/deloney-e2-h.txt,4
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/deloney-e2-p1.txt,4
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/deloney-e2-p2.txt,4
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/dering-e3-p2.txt,10
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/dplumpt-e1-h.txt,10
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/drummond-e3-p1.txt,10
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/ebeaum-e1-h.txt,10
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/ecumberl-e1-h.txt,10
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/edmondes-e2-h.txt,10
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/edmondes-e2-p1.txt,10
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/edmondes-e2-p2.txt,10
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/edward-e1-h.txt,6
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/edward-e1-p1.txt,6
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/edward-e1-p2.txt,6
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/ehatton-e3-h.txt,10
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/ehatton2-e3-p2.txt,10
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/eliz-1560-e1-p2.txt,10
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/eliz-1570-e2-p2.txt,10
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/eliz-1580-e2-p1.txt,10
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/eliz-1590-e2-h.txt,10
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/eliz-1590-e2-p2.txt,10
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/elyot-e1-h.txt,1
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/elyot-e1-p1.txt,1
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/elyot-e1-p2.txt,1
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/eoxinden-1650-e3-p1.txt,10
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/eoxinden-1660-e3-h.txt,10
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/eoxinden-1660-e3-p1.txt,10
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/eoxinden-1680-e3-p1.txt,10
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/epoole-e1-p2.txt,10
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/essex-e2-h.txt,11
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/essex-e2-p1.txt,11
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/essexstate-e2-p1.txt,11
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/essexstate-e2-p2.txt,11
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/evelyn-e3-h.txt,6
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/evelyn-e3-p1.txt,6
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/evelyn-e3-p2.txt,6
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/everard-e2-h.txt,10
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/fabyan-e1-h.txt,2
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/fabyan-e1-p1.txt,2
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/fabyan-e1-p2.txt,2
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/farquhar-e3-h.txt,5
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/farquhar-e3-p1.txt,5
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/farquhar-e3-p2.txt,5
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/fhatton-e3-h.txt,10
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/fiennes-e3-h.txt,3
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/fiennes-e3-p1.txt,3
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/fiennes-e3-p2.txt,3
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/fisher-e1-h.txt,9
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/fisher-e1-p1.txt,9
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/fisher-e1-p2.txt,9
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/fitzh-e1-h.txt,1
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/fitzh-e1-p1.txt,1
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/fitzh-e1-p2.txt,1
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/forman-diary-e2-p1.txt,6
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/forman-diary-e2-p2.txt,6
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/forman-e2-h.txt,6
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/fox-e3-h.txt,8
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/fox-e3-p1.txt,8
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/fox-e3-p2.txt,8
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/friar-e1-p1.txt,10
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/fryer-e3-h.txt,3
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/fryer-e3-p1.txt,3
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/fryer-e3-p2.txt,3
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/gascoigne-1500-e1-p1.txt,10
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/gascoigne-1510-e1-p1.txt,10
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/gawdy-e2-h.txt,10
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/gawdy-e2-p1.txt,10
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/gawdy-e2-p2.txt,10
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/gcromw-e1-h.txt,10
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/gcromw-e1-p1.txt,10
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/gcromw-e1-p2.txt,10
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/gifford-e2-h.txt,1
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/gifford-e2-p1.txt,1
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/gifford-e2-p2.txt,1
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/gpoole-1500-e1-p2.txt,10
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/gpoole-1510-e1-p2.txt,10
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/grey-e1-p1.txt,10
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/harley-e2-h.txt,10
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/harley-e2-p1.txt,10
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/harleyedw-e2-p1.txt,10
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/harleyedw-e2-p2.txt,10
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/harman-e1-h.txt,4
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/harman-e1-p1.txt,4
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/harman-e1-p2.txt,4
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/hatcher-e2-p1.txt,10
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/hayward-e2-h.txt,2
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/hayward-e2-p1.txt,2
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/hayward-e2-p2.txt,2
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/henry-1510-e1-p2.txt,10
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/henry-1520-e1-h.txt,10
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/henry-1520-e1-p1.txt,10
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/henry-1530-e1-p2.txt,10
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/hoby-e2-h.txt,6
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/hoby-e2-p1.txt,6
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/hoby-e2-p2.txt,6
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/hooke-e3-h.txt,7
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/hooke-e3-p1.txt,7
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/hooke-e3-p2.txt,7
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/hooker-a-e2-h.txt,9
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/hooker-a-e2-p1.txt,9
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/hooker-a-e2-p2.txt,9
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/hooker-b-e2-h.txt,9
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/hooker-b-e2-p1.txt,9
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/hooker-b-e2-p2.txt,9
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/hoole-e3-h.txt,1
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/hoole-e3-p1.txt,1
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/hoole-e3-p2.txt,1
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/hoxinden-1640-e3-p1.txt,10
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/hoxinden-1650-e3-p2.txt,10
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/hoxinden-1660-e3-h.txt,10
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/interview-e1-p2.txt,10
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/iplumpt-e1-h.txt,10
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/jackson-e3-p1.txt,10
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/jbarring-e2-h.txt,10
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/jbarring-e2-p1.txt,10
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/jbarring-e2-p2.txt,10
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/jetaylor-e3-h.txt,9
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/jetaylor-e3-p1.txt,9
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/jetaylormeas-e3-p1.txt,1
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/jetaylormeas-e3-p2.txt,1
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/jopinney-e3-h.txt,10
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/jopinney-e3-p1.txt,10
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/jopinney-e3-p2.txt,10
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/jotaylor-e2-h.txt,3
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/jotaylor-e2-p1.txt,3
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/jotaylor-e2-p2.txt,3
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/joxinden-e2-p1.txt,10
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/joxinden-e2-p2.txt,10
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/jpinney-e3-h.txt,10
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/jpinney-e3-p1.txt,10
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/jubarring-e2-p1.txt,10
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/jubarring-e2-p2.txt,10
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/judall-e2-p2.txt,11
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/knyvett-1620-e2-h.txt,10
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/knyvett-1620-e2-p1.txt,10
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/knyvett-1630-e2-p2.txt,10
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/koxinden-e2-h.txt,10
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/koxinden-e2-p1.txt,10
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/koxinden-e2-p2.txt,10
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/kpaston-e2-h.txt,10
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/kpaston-e2-p1.txt,10
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/kpaston-e2-p2.txt,10
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/kscrope-1530-e1-h.txt,10
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/kscrope-1580-e2-p1.txt,10
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/langf-e3-h.txt,1
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/langf-e3-p1.txt,1
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/langf-e3-p2.txt,1
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/latimer-e1-h.txt,9
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/latimer-e1-p1.txt,9
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/latimer-e1-p2.txt,9
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/leland-e1-h.txt,3
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/leland-e1-p1.txt,3
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/leland-e1-p2.txt,3
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/lisle-e3-h.txt,11
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/lisle-e3-p1.txt,11
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/lisle-e3-p2.txt,11
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/locke-e3-h.txt,1
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/locke-e3-p1.txt,1
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/locke-e3-p2.txt,1
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/lords-e1-h.txt,10
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/machyn-e1-h.txt,6
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/machyn-e1-p1.txt,6
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/machyn-e1-p2.txt,6
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/madox-e2-h.txt,6
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/madox-e2-p1.txt,6
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/madox-e2-p2.txt,6
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/manners-e1-p2.txt,10
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/marches-e1-p1.txt,10
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/markham-e2-h.txt,1
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/markham-e2-p1.txt,1
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/markham-e2-p2.txt,1
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/masham-e2-h.txt,10
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/masham-e2-p1.txt,10
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/masham-e2-p2.txt,10
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/memo-e3-p1.txt,10
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/memo-e3-p2.txt,10
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/merrytal-e1-h.txt,4
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/merrytal-e1-p1.txt,4
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/merrytal-e1-p2.txt,4
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/mhatton-e3-p1.txt,10
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/mhoward-e1-p2.txt,10
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/middlet-e2-h.txt,5
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/middlet-e2-p1.txt,5
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/middlet-e2-p2.txt,5
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/milton-e3-h.txt,2
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/milton-e3-p1.txt,2
english-diachronic-corpus/Early-Modern-English/Plaintext-prose-corpus/milton-e3-p2.txt,2
